store_name,city,latitude,longitude,target_rating,target_is_successful,competitor_count_500m,nearest_transit_distance_m
Miku,Vancouver,49.28691298612272,-123.11304877258942,4.4,1,18,18.016058741646436
The Flying Pig - Yaletown,Vancouver,49.27501,-123.122,4.0,1,19,41.17995688192717
Phnom Penh,Vancouver,49.278431,-123.098205,4.2,1,3,97.91810475733658
Kingyo,Vancouver,49.29073911099211,-123.13705023185994,4.4,1,13,67.12389420118018
Fanny Bay Oyster Bar & Shellfish Market,Vancouver,49.2787525,-123.1138689,4.4,1,15,58.12782738293309
Cactus Club Cafe,Vancouver,49.288953168131265,-123.1170999,4.2,1,16,245.2332960520999
Saku,Vancouver,49.2631006,-123.11667523250104,4.3,1,9,32.28566411987487
Nemesis Coffee,Vancouver,49.28281595985871,-123.11027107703038,4.4,1,19,29.921418284342163
Saku,Vancouver,49.28923400821203,-123.13230361739016,4.5,1,13,19.06277491233838
Manoush'eh,Vancouver,49.276653,-123.125728,4.8,1,23,34.52474980382144
Guu with Garlic,Vancouver,49.290249,-123.1338142,4.3,1,13,12.52314887376158
Ramen DANBO - Robson,Vancouver,49.2874959131639,-123.128934167326,4.4,1,13,59.77120741026365
Chinatown BBQ,Vancouver,49.280294,-123.1015,4.4,1,10,61.826644650149575
Lunch Lady,Vancouver,49.27497,-123.06915,4.2,1,1,26.65637435986467
Tendon Kohaku,Vancouver,49.28107123873706,-123.12179426645872,4.3,1,17,93.59177718726454
Blue Water Cafe,Vancouver,49.2761945,-123.1209935,4.4,1,23,184.93336476521884
Kosoo,Vancouver,49.28494,-123.12592,4.3,1,13,116.00006036151755
Din Tai Fung 鼎泰豐,Vancouver,49.28562,-123.124798,4.4,1,15,122.14393927162793
Ask For Luigi,Vancouver,49.2844485,-123.0976786,4.1,1,3,140.21573015889925
Joe Fortes Seafood & Chop House,Vancouver,49.284968691771624,-123.12455980835064,4.0,1,17,182.5853751721908
Chambar,Vancouver,49.2801460007961,-123.109925328073,4.2,1,20,32.84746246653956
Fat Mao Noodles,Vancouver,49.27982129999999,-123.1267997,4.4,1,15,104.52113655183466
Hello Nori ,Vancouver,49.28559747478766,-123.1261163,4.5,1,12,49.88375925906814
AnnaLena,Vancouver,49.2708261,-123.1467714,4.5,1,4,176.34457498564964
Tom Sushi,Vancouver,49.2815608,-123.1327476,4.7,1,5,21.16003423208933
The Fish Counter,Vancouver,49.250774041930285,-123.1012792,4.4,1,4,17.590674624909582
Nightingale,Vancouver,49.2874110331456,-123.117770967577,4.2,1,18,66.98423544307808
Cardero's Restaurant & Marine Pub,Vancouver,49.2914561357511,-123.127575841549,3.9,0,9,191.1321879242539
OEB Breakfast Co. - Yaletown,Vancouver,49.273438,-123.119289,4.3,1,12,126.63179826788908
La Belle Patate,Vancouver,49.2820547306569,-123.133442922354,4.2,1,4,10.782288245137778
Happy Noodle House,Vancouver,49.27664,-123.12578,4.6,1,23,34.02548772907132
Jam Cafe on Beatty,Vancouver,49.2802586,-123.1096376,4.4,1,20,53.63485047752803
Alouette Bistro,Vancouver,49.2853,-123.11829,4.3,1,23,85.34953640145096
Japadog,Vancouver,49.28023880376068,-123.1183512558197,3.9,0,23,87.23914647799376
Kishimoto Japanese Kitchen,Vancouver,49.2665099,-123.06935,4.4,1,0,132.29739302730903
Lupo,Vancouver,49.278222058049096,-123.11735347768747,4.3,1,20,129.7526362494496
Salmon n' Bannock,Vancouver,49.2631378,-123.1296705,4.5,1,2,49.78713961415875
Botanist,Vancouver,49.2882901,-123.116555,4.3,1,15,194.193877453685
Medina Cafe,Vancouver,49.2804429972571,-123.117036269849,4.2,1,18,108.35438108453411
Kokoro Tokyo Mazesoba,Vancouver,49.2833927,-123.115078,4.1,1,21,48.60017658465843
Elisa,Vancouver,49.27597599917006,-123.12142339325408,4.3,1,21,147.1631502791943
The Magnet,Vancouver,49.28242131064444,-123.11118325952978,4.6,1,19,14.671275283084992
Okeya Kyujiro,Vancouver,49.27581579131156,-123.1197521,4.8,1,19,97.53086948772435
Cockney Kings Fish & Chips,Vancouver,49.272672,-123.148627,4.8,1,3,27.832981356298493
Maruhachi Ra-men,Vancouver,49.2905691,-123.1333951,4.3,1,13,41.804372836499724
Sura Korean Cuisine,Vancouver,49.2888601838143,-123.131742169312,4.1,1,13,43.741747276590154
Hokkaido Ramen Santouka,Vancouver,49.263127,-123.1168917,4.2,1,9,40.59180435220434
Riley's Vancouver,Vancouver,49.287641996861865,-123.1151089,4.3,1,17,154.75566780070673
The Red Accordion,Vancouver,49.29025,-123.131768,4.6,1,13,83.58864871257039
Social Corner- Coal Harbour,Vancouver,49.28789956950066,-123.11817217614248,4.4,1,16,119.03831206827327
Indian Delicacy,Vancouver,49.28749,-123.12141,4.5,1,19,109.48356606604766
Tokyo In April,Vancouver,49.2806813,-123.1073936,4.4,1,17,24.90959925756874
Cactus Club Cafe,Vancouver,49.28554081466174,-123.11881637137162,4.1,1,23,43.47358892882296
Peaceful Restaurant,Vancouver,49.263147,-123.116143,3.6,0,9,31.793486384000733
Mazahr Lebanese Kitchen,Vancouver,49.2615511,-123.1383052,4.7,1,0,46.51157583870222
Nuba in Gastown,Vancouver,49.2827625062516,-123.109646101134,4.0,1,18,58.25295567289824
Hokkaido Ramen Santouka,Vancouver,49.290236,-123.133811,4.2,1,13,12.129937086738893
Caveman Cafe,Vancouver,49.280802324947445,-123.10703500282293,4.4,1,17,10.85113292041144
Tap & Barrel - Convention Centre,Vancouver,49.289845529586,-123.116857235515,3.8,0,13,345.6260323306837
Fritz European Fry House,Vancouver,49.2772045,-123.1265253,4.2,1,21,25.865813330267375
Raisu,Vancouver,49.2679990419609,-123.158381134272,4.3,1,0,70.3179299979423
Nero Waffles,Vancouver,49.27834403099929,-123.122044653573,4.4,1,28,64.19859942071194
Alchemy Bar and Kitchen,Vancouver,49.27422,-123.124,4.3,1,17,128.93725279774492
LOCAL Public Eatery Gastown,Vancouver,49.2836468,-123.1039495,4.3,1,12,142.87222344169612
Nook,Vancouver,49.2917554,-123.1352974,4.2,1,11,73.23016013922218
JOEY Burrard,Vancouver,49.282606,-123.1231879,4.1,1,20,54.55291244483032
Mount Everest Kitchen & Grill,Vancouver,49.28343057225757,-123.1142148824853,4.6,1,21,57.847696312459725
Sawasdee Thai Restaurant,Vancouver,49.24703,-123.1008,4.0,1,1,120.09330757117357
The Sandbar Seafood Restaurant,Vancouver,49.271502,-123.134151,3.7,0,2,361.01066746939097
Shizen Ya,Vancouver,49.2808844,-123.1246278,4.3,1,18,132.55770429391694
Dinesty Dumpling House,Vancouver,49.2908176,-123.1343912,3.9,0,12,84.88591901852101
Kozak Ukrainian Restaurant,Vancouver,49.28266968028282,-123.1045676752585,4.6,1,15,25.769941909627654
Linh Cafe,Vancouver,49.2746716,-123.12989802,3.9,0,10,89.95986943766403
Rodney's Oyster House,Vancouver,49.274326,-123.123131,4.0,1,19,74.32290006895414
Oyster Express,Vancouver,49.2792784082144,-123.097397130932,4.5,1,5,22.003842126836325
Zarak By Afghan Kitchen,Vancouver,49.266224,-123.1006089,4.5,1,3,29.49789035253302
Pourhouse Restaurant,Vancouver,49.2841134475502,-123.10842879595,4.0,1,17,94.96230478590621
Anh and Chi,Vancouver,49.2550314422938,-123.100882202153,4.0,1,5,7.911230767375117
Calabash Bistro,Vancouver,49.281004479966,-123.104228199529,4.0,1,13,64.9020048252157
Le Crocodile Restaurant,Vancouver,49.2825393,-123.1252052,4.3,1,16,57.470293970622656
Gyu-Kaku Japanese BBQ,Vancouver,49.28031,-123.12467,4.0,1,15,69.91408107937275
La Taqueria Pinche Taco Shop,Vancouver,49.263617,-123.112593,4.2,1,7,135.11039422200693
España Restaurant,Vancouver,49.2880552,-123.1404114,4.2,1,4,59.12639236246667
Wow Full Noodle House,Vancouver,49.28255,-123.1145,4.7,1,22,83.57977716485672
Sooda Korean BBQ,Vancouver,49.28256,-123.10628,4.6,1,15,73.97469700318338
Ramen DANBO - Kitsilano,Vancouver,49.26828,-123.146431,4.3,1,3,20.83910023200747
Superbaba,Vancouver,49.2633297,-123.1012681,4.6,1,3,36.18236811168609
Encore Suite,Vancouver,49.2776420028873,-123.109174971689,4.3,1,9,143.18947504303492
Peaked Pies,Vancouver,49.2896489,-123.1384797,4.4,1,12,51.52549399575768
Vij's Restaurant,Vancouver,49.25754,-123.11479,4.0,1,3,43.33110703812407
Burger Crush,Vancouver,49.27977707759172,-123.12350184856516,4.3,1,23,69.2665965867354
St Lawrence Restaurant,Vancouver,49.2832584031253,-123.097993419888,4.4,1,6,10.930447176184115
Fable Diner,Vancouver,49.2630749,-123.1019822,3.9,0,3,88.13699893877123
The Mexican Antojitos Y Cantina,Vancouver,49.2787726,-123.1240268,4.3,1,27,107.3608701761091
Pholicious,Vancouver,49.28297,-123.11279,4.3,1,21,21.585621394134222
ARC Restaurant,Vancouver,49.28733537787621,-123.11385049155078,4.0,1,15,62.29366163490229
Maruhachi Ra-Men,Vancouver,49.27854065320407,-123.1157914,4.1,1,18,66.46283794191034
Pink Peppercorn Seafood House,Vancouver,49.2493583,-123.0739159,4.3,1,0,90.19437534294747
Hawksworth Restaurant,Vancouver,49.2833971,-123.1191704,4.1,1,21,62.69409285313424
Published on Main,Vancouver,49.25283186017385,-123.10116032897228,4.3,1,4,48.80749788810439
John 3:16 Malaysian Delights,Vancouver,49.26371,-123.12812,4.2,1,3,48.203133682204864
Zakkushi on Denman,Vancouver,49.291208,-123.136248,4.2,1,12,23.621919993353757
Brix & Mortar,Vancouver,49.275633270546194,-123.12192123186074,4.1,1,20,96.06853790410197
Burgoo Bistros,Vancouver,49.25765498958033,-123.100815,3.9,0,3,59.3212968188686
The Mackenzie Room,Vancouver,49.2832349,-123.0948578,4.5,1,3,82.75986997150278
Osteria Savio Volpe,Vancouver,49.2574913,-123.0909344,4.2,1,0,72.80815574264885
Suyo Modern Peruvian,Vancouver,49.2540292,-123.1010659958052,4.5,1,5,35.312608922287225
Jeju,Vancouver,49.26228121460416,-123.0920469229725,4.5,1,1,36.45769331633955
Axum Restaurant,Vancouver,49.2814936637038,-123.07779582314,4.4,1,0,8.60155182250483
Mr Shawarma,Vancouver,49.28526,-123.12075,4.4,1,22,41.06660257254003
Bodega On Main,Vancouver,49.27548853708847,-123.09968391901442,3.8,0,2,19.200560082215784
New Fuji,Vancouver,49.27082027992868,-123.14700923860072,4.3,1,4,173.76365364293565
Tap & Barrel - Bridges,Vancouver,49.2727468,-123.1359964,4.3,1,2,377.35230127381806
Vonns,Vancouver,49.28724,-123.14124,4.5,1,3,21.324130578282826
Seaport City Seafood Restaurant,Vancouver,49.263921119674905,-123.115152,4.2,1,7,63.029969693515326
Chop Steakhouse & Bar,Vancouver,49.28853572427664,-123.11514429303064,4.2,1,14,225.27794661967522
Moose's Down Under,Vancouver,49.285638,-123.11634,3.9,0,20,65.60564823224279
Homura Yakiniku,Vancouver,49.263136,-123.125637,4.4,1,3,195.28401074863635
Indian Roti Kitchen,Vancouver,49.25901,-123.11538,4.5,1,8,35.4263187794138
Alley 16,Vancouver,49.257017,-123.11474,4.6,1,3,19.86118842075381
iDen & Quan Ju De Beijing Duck House,Vancouver,49.26021,-123.1148451,3.6,0,10,24.224472265820076
Zab Zaab Thai Cuisine,Vancouver,49.27493,-123.12321,4.5,1,19,50.53700969207118
Banana Leaf,Vancouver,49.26302,-123.1225,3.7,0,6,47.78477201639204
Yasma,Vancouver,49.293372954206546,-123.1321844713631,4.4,1,10,141.00287075200177
Ignite Pizzeria,Vancouver,49.27724,-123.11858,4.6,1,22,124.9590460025596
Earls Kitchen + Bar,Vancouver,49.281536,-123.12368,3.6,0,19,94.75953933089058
TAKO,Vancouver,49.278816,-123.1078822,4.0,1,16,38.02049646676038
Earls Kitchen + Bar,Vancouver,49.285968141691775,-123.12656576441812,3.8,0,12,14.360533121604128
Tableau Bar Bistro,Vancouver,49.287494,-123.1235689,4.0,1,14,119.43490101511028
Kook Korean BBQ,Vancouver,49.26894,-123.04565,4.2,1,0,94.1170448428135
Jerusalem Shawarma,Vancouver,49.280356,-123.118634,4.7,1,22,79.17196714434743
Toyokan Bowl,Vancouver,49.27055,-123.14762,4.7,1,4,203.17053166414894
Toshi Sushi,Vancouver,49.256699,-123.101936,4.2,1,4,63.83441263172546
Banana Leaf,Vancouver,49.28001,-123.13009,3.6,0,14,64.92180091664216
Browns Socialhouse QE Theatre,Vancouver,49.279919,-123.112788,4.3,1,21,27.764172840862194
Captain's Oven Pizza,Vancouver,49.287574432889535,-123.121025,4.4,1,19,85.29436458306465
Kaide Sushi,Vancouver,49.2742161,-123.1270679,4.3,1,12,50.61394094625311
Teahouse in Stanley Park,Vancouver,49.3012529987012,-123.157079257071,4.1,1,0,1563.4447259947315
Marulilu Cafe,Vancouver,49.26338,-123.11415,4.0,1,8,31.853446860580696
ONIGIRI YA,Vancouver,49.26339,-123.11652,4.6,1,9,6.678860193750218
Kulinarya,Vancouver,49.2744901,-123.0693269,4.0,1,1,71.90279679396212
Song,Vancouver,49.2629749,-123.0986667,4.4,1,4,52.72525838719499
Five Sails Restaurant,Vancouver,49.2880313351364,-123.113292160758,4.4,1,12,125.02085569037105
The Greek By Anatoli,Vancouver,49.276285,-123.1197178,3.8,0,22,100.89878998112509
Meat & Bread,Vancouver,49.2826255017147,-123.109336831057,4.2,1,18,56.99281447592099
Maxine's Cafe & Bar,Vancouver,49.27807,-123.13131,4.3,1,9,26.11326286821928
Minami,Vancouver,49.2752733,-123.1207029,4.1,1,19,118.4290638563887
Vancouver European Deli,Vancouver,49.2820012,-123.1339713,4.2,1,4,28.83180255842788
Dovetail,Vancouver,49.27599363324675,-123.120331,4.3,1,21,138.4214740908193
Jinmi,Vancouver,49.27852246473989,-123.1143514,4.6,1,16,31.65348298490941
CHOCHO Hot Pot,Burnaby,49.231234,-123.006943,4.6,1,21,47.48794482029249
Saku,Burnaby,49.26543,-123.005428,4.5,1,13,164.0637985831454
The Meat Up,Burnaby,49.2254546362785,-122.98992646931154,4.0,1,5,27.306429523704438
Wild Thyme,Burnaby,49.2092291,-122.932308,4.4,1,5,7.210249857936038
White Lotus Cafe,Burnaby,49.2656111504516,-122.97883607144,4.5,1,1,151.5538498826411
Gokudo Shabu Shabu,Burnaby,49.230168460812294,-123.0038528105504,4.4,1,21,124.93109401135504
Atlas Steak + Fish,Burnaby,49.256747,-123.006931,4.0,1,1,325.48711452036963
Takara Sushi,Burnaby,49.2545851,-123.0220016,4.4,1,4,41.123497840677615
Wild Flour Pizza,Burnaby,49.2584540319258,-122.955439905848,4.7,1,0,18.428566855393118
John 3:16 Malaysian Delights,Burnaby,49.22494698851795,-122.9900406,4.5,1,7,51.856580734801156
Shanghai Dimsum House,Burnaby,49.2294464,-123.0044077,4.0,1,22,84.53596543318454
Safari Snack House And Grill,Burnaby,49.239118670642895,-122.96287338465577,3.9,0,3,81.58289124261282
Haidilao Hotpot Brentwood,Burnaby,49.267417,-123.00189,4.6,1,11,82.71339286511865
STEM Japanese Eatery,Burnaby,49.21497276456137,-122.98816101534425,4.2,1,3,26.203189289248975
Burnaby Mountain Clubhouse,Burnaby,49.265138,-122.943048,4.1,1,0,437.9658066973759
Grand Chinese Restaurant,Burnaby,49.266893,-123.004262,4.0,1,12,96.06644588915792
Singapore Hawker,Burnaby,49.218768,-122.96447913871704,4.1,1,5,58.09646082189814
Kokoro Tokyo Mazesoba,Burnaby,49.228287011321385,-123.00315331667662,4.0,1,20,63.18454567877673
Masita Korean Cuisine,Burnaby,49.218978345984,-122.969008660356,3.9,0,3,48.83162182960846
The Dolar Shop - Station Square,Burnaby,49.2277884925998,-123.00316795158996,4.3,1,19,77.98842141883762
Little Minh's,Burnaby,49.1990675,-122.9799962,4.3,1,1,102.49342945815353
Siam Le Bien,Burnaby,49.2813,-123.01068,4.3,1,10,104.92701602967324
Green & Oak Malaysian Restaurant,Burnaby,49.28081,-123.02185,3.9,0,4,45.81374543729924
Sooda Korean BBQ,Burnaby,49.2680924,-123.0003773,4.1,1,11,188.29919185898305
Birdies,Burnaby,49.2655537242762,-123.01959240000002,4.0,1,1,173.61685169445312
Korea Noodle House,Burnaby,49.229066,-123.004751,4.2,1,22,80.97559136044138
The Viet Noodle Guy,Burnaby,49.26721987665755,-123.00572763320037,4.1,1,13,175.13172001620177
Horin Ramen,Burnaby,49.22901506843291,-123.00505047055158,4.5,1,22,59.18017182690141
OEB Breakfast,Burnaby,49.267442,-123.002595,4.1,1,11,37.45148749364946
Chào Mámi,Burnaby,49.2808832078838,-123.014717570458,4.0,1,9,37.2978679904511
Sushi Taku,Burnaby,49.23982721439047,-123.03001648836062,4.3,1,0,33.27994742620727
Tenen,Burnaby,49.21549,-122.98895,4.2,1,3,55.39353496467237
Barcelos Flame Grilled Chicken,Burnaby,49.19813330438935,-122.97878590283268,3.8,0,1,107.36670258915599
Portobello Restaurant,Burnaby,49.280764,-123.013394,4.7,1,10,21.351661702704902
Jovo the Butcher,Burnaby,49.22185,-122.94565,5.0,1,9,15.603469532510848
Cactus Club Cafe,Burnaby,49.22775581945971,-123.00329214418927,3.9,0,19,73.5643124413995
SOCRATES in the Heights,Burnaby,49.2811430405355,-122.998363226652,4.5,1,3,104.8685680567561
Argo Greek Cuisine Pizza Pasta,Burnaby,49.2544359,-123.02071005595984,4.2,1,4,70.26031146107509
The Keg Steakhouse + Bar,Burnaby,49.2596278,-123.0019108,3.9,0,1,242.1350011051444
Chettinad Dosa Palace,Burnaby,49.23933,-122.96364,3.2,0,3,24.168986470276828
22's Grill,Burnaby,49.2430980643898,-122.969388433881,4.4,1,0,121.50760738706909
Trattoria by Italian Kitchen,Burnaby,49.23020501851105,-123.0039327,3.2,0,21,121.88640533800285
Gaon  Korean Cuisine,Burnaby,49.223246,-122.982823,4.2,1,5,48.681159544549885
Chad Thai,Burnaby,49.2809351,-123.0160318,4.1,1,10,19.227414688731916
Sushi U,Burnaby,49.2654624429451,-122.978147623681,4.5,1,1,105.42015742716022
Big Way Hot Pot,Burnaby,49.2310987,-123.0083309711633,4.0,1,15,38.16132017237322
Riverway Clubhouse Restaurant,Burnaby,49.200617,-122.990237,3.5,0,0,666.8768350188325
Wang's Shanghai Cuisine,Burnaby,49.232843,-123.034814,4.3,1,1,76.830240166278
Green Leaf Cafe,Burnaby,49.2533051,-122.8982928,4.1,1,2,10.107785601600993
Adam's Crepes,Burnaby,49.2149649,-122.9880349,4.6,1,3,33.07828218617082
JOEY Burnaby,Burnaby,49.2669122,-123.0066466,3.7,0,13,124.43377109770319
Chen,Burnaby,49.28086095595619,-123.0091730738817,4.1,1,10,30.217364830944643
Cockney Kings Fish & Chips,Burnaby,49.28005299920758,-122.96652586933914,4.0,1,0,98.50507905061609
MYST Asian Fusion,Burnaby,49.21936313246308,-122.9706842,3.6,0,3,66.04681030078137
El Inka Latin Deli,Burnaby,49.24941,-123.01912,4.4,1,0,73.93760166366076
Tendon Kohaku,Burnaby,49.2278910406839,-123.00348046083376,3.7,0,19,53.28932910126633
Shanghai Fortune Cuisine,Burnaby,49.22954179328731,-123.0046759319506,3.9,0,22,75.49461618849132
Chicko Chicken Korean Style,Burnaby,49.2191861,-122.9505083,4.1,1,4,10.241075923138899
Kimbap Cheonguk,Burnaby,49.2446982,-122.8918313,4.4,1,1,59.7410003891559
Viva Sue Pizza,Burnaby,49.2391579,-122.9625575,4.2,1,3,99.88935655239521
Acqua Restaurant & Bar,Burnaby,49.2665315,-123.0105296,3.9,0,9,77.76326525730421
Chao Shou Wang,Burnaby,49.2290734,-123.0048795,4.1,1,22,71.70231884363928
Katsuya,Burnaby,49.26175,-122.89038,4.4,1,0,44.220832635783026
Burnt Orange,Burnaby,49.280836,-123.007658,4.7,1,5,37.320244952539966
Taku Japanese Kitchen,Burnaby,49.21462,-122.98827,4.8,1,3,36.20218975749076
Hello Nori,Burnaby,49.26780681630291,-123.00235434393312,4.1,1,11,45.602421025928436
Afghan Turkish Cuisine,Burnaby,49.2807738,-123.0028986,4.0,1,4,43.035282672976436
#CHIBOP,Burnaby,49.2677387,-123.0064866,4.5,1,13,196.9007794791919
Aroma Eatery,Burnaby,49.228417734136464,-123.00491628393937,4.4,1,22,68.97533659143839
B&D Authentic Viet Cuisine,Burnaby,49.21818434432872,-122.9578841,3.8,0,3,39.2927189817689
Mongo Bongo,Burnaby,49.2135179,-122.9193884,3.9,0,35,31.935530902596696
NamPo,Burnaby,49.22620549734934,-122.9917955,4.4,1,5,20.862207921265014
Kozak Ukranian Eatery,Burnaby,49.2114757572234,-122.918422905028,4.4,1,35,4.263127399654022
Zaaki Cuisine,Burnaby,49.2131145,-122.9200483,4.6,1,35,35.224333949416874
Agra Tandoori Restaurant,Burnaby,49.25443,-123.02066,3.9,0,4,73.67580303984616
Olove Greek Kitchen,Burnaby,49.2804849,-122.9779067,4.0,1,0,133.96709030175688
Arbab Kabab House,Burnaby,49.2225463822872,-122.948696562034,4.5,1,9,223.16352201359987
Manjal South Indian Kitchen,Burnaby,49.2232674,-122.9428279,4.4,1,8,22.6373349510798
Joy Sushi,Burnaby,49.2643086657704,-123.010636587766,3.9,0,6,218.85821564102002
Blue Coast,Burnaby,49.23466,-123.0246,4.5,1,0,29.45548026621762
The One Restaurant,Burnaby,49.2211721,-122.9774371,3.4,0,1,135.77589051718357
La Forêt - Royal Oak,Burnaby,49.2203,-122.98637,4.2,1,3,133.94889141333147
Pinoy Cravings,Burnaby,49.21947050000001,-122.9499774,4.3,1,5,22.23797168882622
Indian Bombay Bistro,Burnaby,49.2231570510965,-122.932603361937,3.9,0,4,41.38761230520458
The Bao Place,Burnaby,49.21942124951652,-122.9500496,4.3,1,5,23.435778095054633
Anatolia's Gate Restaurant,Burnaby,49.2183151,-122.9579254,3.8,0,3,24.522354696911258
Afghan Kabul Kebab Donair,Burnaby,49.2808,-123.01483,4.8,1,9,40.6972879737401
Kokoro Tokyo Mazesoba,Burnaby,49.26695219266848,-123.00631798803806,4.3,1,13,147.22052006129732
Earls Kitchen + Bar,Burnaby,49.2279486,-123.0027748,3.9,0,19,95.04734729991688
Pearl Hot Pot,Burnaby,49.2188387,-122.964481,3.3,0,5,61.37495804899288
La Forêt,Burnaby,49.2212819390063,-122.995836958493,3.7,0,1,188.95211046517792
Indian Wok,Burnaby,49.2248408,-122.9884673,4.2,1,7,15.330352062064133
Patsara Thai Restaurant,Burnaby,49.204305,-122.908055,4.0,1,25,67.5763603966249
BIN 4 Burger Lounge,Burnaby,49.2641572,-123.022698,4.0,1,1,62.43334108167189
Preference Noodle House,Burnaby,49.2218507521499,-122.994655126677,3.8,0,3,257.6178291815819
Cayenne Bistro & Grill,Burnaby,49.2213856,-122.9309353,4.8,1,5,23.449188942580275
H&P Noodle House,Burnaby,49.281271,-123.015823,3.9,0,10,34.123567014124866
Pelicana Chicken,Burnaby,49.2526660046984,-122.898108288646,4.5,1,2,82.25960121500216
Pizza Garden,Burnaby,49.2252262,-123.0037541,4.0,1,16,57.80952378039513
Big Star Sandwich,Burnaby,49.2545219768061,-123.02208635956,4.1,1,4,50.131625718224726
Maruhachi Ra-men,Burnaby,49.2244919,-122.9878563,4.0,1,8,45.96108973774798
Sushi On,Burnaby,49.22336826591775,-122.9432077,4.2,1,7,35.1028410234469
Taverna Greka Restaurant,Burnaby,49.2049414,-122.9043168,4.1,1,13,53.540332482576936
Soup Meister,Burnaby,49.31028,-123.08191,4.3,1,0,80.5741142456469
Balkan House,Burnaby,49.22219,-122.94393,3.4,0,7,53.821362693542596
Sushi Garden Japanese Restaurant,Burnaby,49.2291877,-123.0013312,3.4,0,19,66.51905183047045
Butchers Block BBQ,Burnaby,49.28129,-123.01453,3.8,0,9,68.4656790233383
Ki Cafe,Burnaby,49.2208272,-122.9884543,3.9,0,6,79.7557636888559
Fung May,Burnaby,49.2288939318384,-123.004783375498,3.4,0,22,80.04942861832646
Hiel Cafe,Burnaby,49.2190187,-122.92795,4.3,1,4,34.729896975814555
Saffron Indian Cuisine,Burnaby,49.2311623,-123.0085405,3.8,0,14,40.095965213740776
Motonobu Udon,Burnaby,49.2813968,-123.0280718,4.2,1,1,69.1878454650198
Gyubee Japanese Grill,Burnaby,49.1712466,-123.1351984,4.3,1,0,156.18427664862682
Porker Face,Burnaby,49.266783,-123.004713,4.4,1,12,130.68217287710726
No.1 Beef Noodle House,Burnaby,49.2425291,-123.004037333135,3.4,0,0,40.11108531161049
Pokerrito,Burnaby,49.22800794065202,-123.00332564860584,4.4,1,19,55.370708254908855
Sushi Modo,Burnaby,49.225836,-122.937422,4.3,1,3,61.59187603503072
Dumpling King,Burnaby,49.23125,-123.02943,4.4,1,1,118.05250275358078
Abyssinia Ethiopian Restaurant,Burnaby,49.2224351,-122.9437792,3.9,0,7,75.45647776421812
Time & Place Kitchen | Bar,Burnaby,49.22869,-123.004102,3.7,0,22,52.84570045052068
X-Site Grill & Bistro,Burnaby,49.2811349,-122.9993576,3.8,0,3,100.86306327871195
Sushi Bar Kilala,Burnaby,49.2811517065771,-122.995635763696,4.3,1,2,20.62392417131986
Chili Pepper House,Burnaby,49.236254639793266,-123.04171146419895,3.8,0,0,55.21784703979876
50's Burgers,Burnaby,49.22481,-122.94043,3.7,0,6,60.98780764611987
Hart House Restaurant,Burnaby,49.23804,-122.96671,3.7,0,3,201.1590523549599
FusionCore Japanese Eatery,Burnaby,49.2194467307934,-122.927554920316,3.9,0,4,30.984430439218446
