store_name,city,latitude,longitude,target_rating,target_is_successful,neighbourhood_name,competitor_count_500m,nearest_transit_distance_m
Pho Ace,New Westminster,49.2131832,-122.9197982,4.0,1,Queens Park,33,21.218496109838068
Ho Fung,New Westminster,49.215071,-122.9227783,3.5,0,Glenbrook,23,78.26936135731981
Royal Crown Pizza,New Westminster,49.2084010373217,-122.920245955181,3.9,0,Brow of the Hill,25,31.534652477111667
Waves Coffee House,New Westminster,49.2131508,-122.9200801,3.4,0,Queens Park,33,33.53205201323637
Serious Coffee,New Westminster,49.20049907250124,-122.91531119692569,4.2,1,Downtown,33,40.54628528930448
Pamola Bakery and Deli,New Westminster,49.2000426090809,-122.911609739566,3.7,0,Quayside,39,107.12041655875616
Chan's Garden,New Westminster,49.2298584,-122.8930588,3.7,0,Sapperton,5,72.89361572416944
New Lakeview Seafood & Wunton,New Westminster,49.2204185639885,-122.930049553083,3.3,0,Edmonds,6,57.443555838094554
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,3.8,0,Glenbrook,23,79.57488481270633
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,3.3,0,Port Royal,0,54.159124524398
The Boathouse Restaurant,New Westminster,49.1995806,-122.9128469,2.4,0,Quayside,35,136.44360072589507
Galbi Korean BBQ,New Westminster,49.20165048669456,-122.91409,5.0,1,Downtown,41,48.75984846328446
Papa Johns Pizza,New Westminster,49.21329659729184,-122.91968736842948,3.1,0,Queens Park,33,10.318821069898595
Saigon Ivy,New Westminster,49.21207002304541,-122.91928025557236,3.4,0,Queens Park,34,38.98241114547762
The Peri Peri Shack,New Westminster,49.20985443619279,-122.91650641534834,4.0,1,Queens Park,31,11.318759702071889
Nashville Hot Chicken,New Westminster,49.20631,-122.92821,1.0,0,Brow of the Hill,7,49.315838431870375
Gong cha,New Westminster,49.2005508,-122.9151912,4.5,1,Downtown,33,30.53653213806163
Caffe Mira,New Westminster,49.21425325526439,-122.89784533568698,4.1,1,McBride Sapperton,3,135.55582207972594
My Greek Taverna,New Westminster,49.23707629280225,-122.86929574290268,4.0,1,Maillardville,0,100.12327045098344
Togo Sushi,New Westminster,49.2010569283793,-122.913864420441,3.5,0,Downtown,38,34.62180415173417
Kurry Wala,New Westminster,49.22184,-122.930963,4.2,1,Edmonds,6,36.15058703554355
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,4.1,1,Uptown,25,42.79129440125547
Khob Khun Thai Cuisine,New Westminster,49.249218,-122.858859,4.3,1,Austin Heights,0,56.59976549217127
Indian Courtyard Restaurant,New Westminster,49.2081197,-122.93072195981304,3.6,0,Kelvin,8,56.89650592634988
Rong Rong Tea House,New Westminster,49.2025566,-122.913414,3.7,0,Downtown,43,90.83940349365751
Sushi Hinode,New Westminster,49.202381,-122.912609,4.7,1,Downtown,43,69.39952904568574
Peranakan Kitchen,New Westminster,49.206320079356665,-122.92838104069232,5.0,1,Brow of the Hill,7,44.70233300488236
Browns Socialhouse Brewery District,New Westminster,49.2250086337406,-122.892624952746,3.4,0,McBride Sapperton,4,41.31312578008376
White Spot  - New Westminster,New Westminster,49.21307852784236,-122.92103836949718,2.9,0,Glenbrooke North,33,19.80772260393258
50's Burgers,New Westminster,49.22481,-122.94043,3.7,0,Eastburn,7,60.98780764611987
The Flapper Lounge,New Westminster,49.2025634283609,-122.91249129921196,4.7,1,Downtown,43,91.4038162357954
Oh! Zzhu Sam,New Westminster,49.2219905,-122.9446256,4.2,1,Edmonds,9,7.611291369632408
Steve’s Poké Bar,New Westminster,49.22412,-122.89235,3.8,0,McBride Sapperton,2,85.19699089296948
Plato Filipino,New Westminster,49.2005652,-122.9151592,3.0,0,Downtown,33,27.86629754098026
Kamini's Corner Cafe,New Westminster,49.21256260644152,-122.9363049723874,4.4,1,Kelvin,2,28.326621928166347
Delicia Cafe & Bakery,New Westminster,49.20208,-122.90914,3.8,0,Downtown,39,119.57692700568252
Quayside Tiki Bar,New Westminster,49.20015,-122.9117,3.5,0,Quayside,39,93.68902598125771
The Notorious Grey Fox,New Westminster,49.2181945291168,-122.89461974054576,3.5,0,McBride Sapperton,1,130.48659943177617
Gino's Restaurant,New Westminster,49.2296123,-122.8930169,3.5,0,Sapperton,5,97.67947652637596
De Dutch,New Westminster,49.200425,-122.917656,3.1,0,Downtown,28,100.31774586282964
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,3.5,0,Kelvin,6,97.54441368414044
Afghan Kitchen South Surrey,Surrey,49.0445839,-122.7766512,4.6,1,Sunnyside,5,134.0138772465535
Ambar Surrey  Restaurant & Dhaba,Surrey,49.1282148,-122.8451664,4.5,1,Newton,0,131.23706822831696
The Carvery Sandwich Shop,Surrey,49.04649,-122.79411,4.5,1,Sunnyside,2,101.61014910922611
Vault Restaurant,Surrey,49.10711,-122.73478,3.9,0,Surrey Centre,7,71.0733066058437
New York New York,Surrey,49.118524,-122.801402,3.8,0,Sullivan,0,18.678664410674273
Old Surrey Restaurant,Surrey,49.13376877137055,-122.84896724397012,4.3,1,Newton,9,141.12580261115647
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1,Clayton Heights,2,78.72544595970862
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0,Strawberry Hill,5,204.2174178411412
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1,Morgan Creek,1,291.13119041580427
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1,Johnston Heights,2,3.4867025411144517
The Wooden Spoon,Surrey,49.0294179487087,-122.801852221983,4.3,1,Uptown,2,85.23034681668656
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0,Johnston Heights,8,113.001469366801
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1,Fleetwood,0,54.72041953461875
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1,Surrey Centre,7,119.36714970590975
Naka Bistro Lao & Thai Cuisine,Surrey,49.10744188764369,-122.66607764287042,4.6,1,,2,53.8790496599254
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1,Surrey Centre,7,123.16091645412271
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1,Fleetwood,5,147.52529351705658
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1,Newton,12,162.97903306685276
Chuihong,Surrey,49.19184,-122.78787,4.2,1,Fraser Heights,0,93.27859509324622
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1,Sullivan,5,71.71158433800372
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.1,1,City Centre,3,43.83693548297802
Katsu San,Surrey,49.19849367001739,-122.77940131605068,4.8,1,Fraser Heights,0,43.81579337944529
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1,Strawberry Hill,2,391.83799735887754
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0,Sullivan,5,88.47096150956462
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1,Newton,4,49.73973994454252
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1,City Centre,3,120.0859533747834
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1,Johnston Heights,8,46.074694358319405
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1,Cloverdale,3,79.11736920366988
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1,Strawberry Hill,4,52.47413385449293
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1,Surrey Centre,7,137.4041777320446
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0,Crescent Beach,1,50.173119053371906
Uli's Restaurant,Surrey,49.0214853492612,-122.806032776245,4.1,1,West Beach,0,111.43148410840276
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0,Crescent Beach,1,119.76431389983328
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0,Sullivan,5,103.93007896071292
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1,Cloverdale,3,35.0233404613781
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0,Strawberry Hill,1,39.744955079139395
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0,Sullivan,0,107.53435498083635
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0,Strawberry Hill,1,55.73721687016903
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0,Strawberry Hill,1,82.19838773560855
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0,South Surrey,2,168.94118787972917
Clove,Surrey,49.1189018,-122.8257539,4.1,1,Sullivan,1,143.5104976945095
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1,South Surrey,3,210.8669680134464
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1,Strawberry Hill,5,117.15899240839416
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1,Strawberry Hill,5,213.79057899616296
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0,Newton,9,134.49373516350562
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0,Sunnyside,4,104.33948874815448
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1,City Centre,4,172.4801404852652
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0,Cloverdale,0,40.17398064414783
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1,Sunnyside,4,63.79396846418886
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0,Newton,4,23.407284644178567
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0,Cloverdale,0,103.7449841323248
An Indian Affair,Surrey,49.1156853530903,-122.679180051868,4.3,1,,3,158.55996295049735
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1,Johnston Heights,3,26.01090412680602
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0,Strawberry Hill,4,61.26937746195896
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1,Strawberry Hill,6,195.02470417922825
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744888,3.9,0,Semiahmoo Town Centre,2,35.85461605959343
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1,North Delta,4,142.9411268165994
A&W,Surrey,49.1343815,-122.88677929,4.6,1,Strawberry Hill,4,198.7370781646578
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1,Hazelmere,0,70.79958938306733
Fast Fired,Surrey,49.14821,-122.889696,4.0,1,Strawberry Hill,1,89.62898586968079
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1,Semiahmoo Town Centre,3,8.203063549272558
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1,Johnston Heights,3,91.11520133606184
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0,Newton,11,10.920962155200266
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0,Sunnyside,5,18.54921797210629
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1,Johnston Heights,3,85.94935627285066
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1,Fleetwood,5,47.94675262583633
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0,Fleetwood,5,75.60247970005709
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0,Grandview,4,121.1263774755503
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1,Johnston Heights,7,226.78352811879503
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1,City Centre,4,127.92063079851188
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.8023930853906,4.3,1,Johnston Heights,5,98.32375610630298
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554132,4.4,1,City Centre,2,193.82830900983407
The Samosa House,Surrey,49.162746,-122.866827,4.4,1,Whalley,0,53.67536229357059
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0,City Centre,7,84.68094748486277
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1,Sullivan,1,42.04859716889362
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404068,4.4,1,Newton,11,204.0880330647796
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0,Clayton Heights,2,52.32226981996882
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1,South Surrey,3,74.48602423419
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1,Surrey Centre,7,28.590393011138215
Bon Ga Korean Restaurant,Surrey,49.1906849563647,-122.8413259238,3.5,0,City Centre,5,89.64822111591069
Katana,Surrey,49.1171545941153,-122.669773906498,3.4,0,,1,107.0266341026228
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1,Johnston Heights,6,25.68900302697269
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0,Semiahmoo Town Centre,1,59.00322663261534
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.0,1,Clayton Heights,2,12.238261822145162
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0,Newton,11,146.30756159550725
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0,Sunnyside,5,12.064365393516113
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1,Newton,8,233.8552146093891
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1,Morgan Creek,1,234.57709191897231
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1,City Centre,2,185.61909069440645
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1,Brownsville,1,25.189241732287854
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1,Sullivan,0,16.706836608687443
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1,Whalley,1,10.909414665060796
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1,Sunnyside,3,177.66844347248093
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1,Sullivan,5,191.69891200480723
Estrella's Montreal Deli & Cafe,Surrey,49.110315,-122.6686151,4.4,1,,2,171.75076834079243
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1,Johnston Heights,3,104.14714146091552
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0,City Centre,3,74.25259321030205
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0,Strawberry Hill,1,37.11506452338074
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1,Sunnyside,2,51.63346871858141
Budapest Lángos,Surrey,49.138596606108216,-122.7340017,5.0,1,Cloverdale,0,185.91290615040052
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1,Surrey Centre,7,130.81335770163506
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0,Sunnyside,2,81.82157169607915
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1,Fleetwood,5,74.52518409638432
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0,Johnston Heights,1,17.19629891125081
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1,Newton,9,130.84560722283436
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0,Fleetwood,6,88.98818792371395
Zapoteca,Surrey,49.0177,-122.79314,4.2,1,East Beach,0,81.19301742163925
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1,Newton,2,66.30953742861517
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1,Whalley,0,328.11145142971276
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1,Johnston Heights,7,142.9571716193311
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1,Whalley,0,19.82868645920072
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0,Surrey Centre,7,202.00725421095336
OEB Breakfast - Langley,Surrey,49.114475,-122.675162,4.4,1,,4,170.57574904398774
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0,Fleetwood,6,55.13337813458365
Akari Japanese Restaurant,Surrey,49.1348829570242,-122.891920108212,4.0,1,North Delta,4,98.99805444634823
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1,Newton,11,67.33731751980183
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0,Sunnyside,0,151.88364471282816
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1,Strawberry Hill,5,295.5413918351682
Waffle House Diner,Surrey,49.18125961964888,-122.84355514110403,4.0,1,City Centre,3,105.09497580583351
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,Strawberry Hill,5,129.69955355588093
Emilio Finatti Pizzeria - Langley,Surrey,49.1073311,-122.6649517,4.4,1,,2,10.64562658306066
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,City Centre,7,131.168390109421
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.1,1,City Centre,4,67.8166146978616
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,Cloverdale,0,279.9415799645721
Planet India,Surrey,49.13379,-122.83907,3.8,0,Newton,8,16.67935440668351
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,Sunnyside,3,169.8301635767134
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,Surrey Centre,7,252.8239016831945
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,Newton,5,159.0498812630946
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,City Centre,4,133.29691746257984
Kai Japanese Restaurant,Surrey,49.155174243061545,-122.66664268415136,4.4,1,Walnut Grove,0,121.61831387444528
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,Newton,11,59.6569772786451
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,Fleetwood,2,76.54040551747883
Cactus Club Cafe,Surrey,49.14695039868115,-122.89109409939302,3.9,0,Kennedy,1,99.93442186801776
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,4.0,1,Johnston Heights,5,112.07740224101984
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,Johnston Heights,7,23.050767764459728
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,Newton,1,38.95887902735732
Sushi Shogun,Surrey,49.19947,-122.8455,4.5,1,City Centre,2,72.03079856841826
Jagga Sweet & Cuisine,Surrey,49.1718,-122.89043,4.6,1,Kennedy,1,49.29844408821165
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,Strawberry Hill,1,56.06434701420066
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244676,3.9,0,Johnston Heights,8,26.647138617000213
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,Sullivan,5,53.48249021069513
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,Newton,1,242.87724617850785
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,3.3,0,City Centre,4,244.15276172171184
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,Sullivan,5,137.8857152193985
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,Fleetwood,0,24.087389463215423
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,South Surrey,5,245.7972864702748
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,Newton,1,128.00459680704714
