store_name,city,latitude,longitude,target_rating,target_is_successful,neighbourhood_name,dissemination_area_id,population,pop_density_sqkm,age_demographic,median_income
Pho Ace,New Westminster,49.2131832,-122.9197982,4.0,1,Queens Park,59152860,1004.0,7943.0,53.2,40000.0
Ho Fung,New Westminster,49.215071,-122.9227783,3.5,0,Glenbrook,59152954,1340.0,35170.6,44.8,37200.0
Royal Crown Pizza,New Westminster,49.2084010373217,-122.920245955181,3.9,0,Brow of the Hill,59152855,473.0,20300.4,36.0,38400.0
Waves Coffee House,New Westminster,49.2131508,-122.9200801,3.4,0,Queens Park,59152860,1004.0,7943.0,53.2,40000.0
Serious Coffee,New Westminster,49.20049907250124,-122.91531119692569,4.2,1,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Pamola Bakery and Deli,New Westminster,49.2000426090809,-122.911609739566,3.7,0,Quayside,59153657,3289.0,18312.9,48.8,55600.0
Chan's Garden,New Westminster,49.2298584,-122.8930588,3.7,0,Sapperton,59152873,585.0,9982.9,42.0,42400.0
New Lakeview Seafood & Wunton,New Westminster,49.2204185639885,-122.930049553083,3.3,0,Edmonds,59152919,738.0,4755.2,42.0,33600.0
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,3.8,0,Glenbrook,59152955,977.0,3969.9,57.2,46000.0
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,3.3,0,Port Royal,59154066,2839.0,3013.5,38.8,61200.0
The Boathouse Restaurant,New Westminster,49.1995806,-122.9128469,2.4,0,Quayside,59153657,3289.0,18312.9,48.8,55600.0
Galbi Korean BBQ,New Westminster,49.20165048669456,-122.91409,5.0,1,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Papa Johns Pizza,New Westminster,49.21329659729184,-122.91968736842948,3.1,0,Queens Park,59152860,1004.0,7943.0,53.2,40000.0
Saigon Ivy,New Westminster,49.21207002304541,-122.91928025557236,3.4,0,Queens Park,59152860,1004.0,7943.0,53.2,40000.0
The Peri Peri Shack,New Westminster,49.20985443619279,-122.91650641534834,4.0,1,Queens Park,59152859,720.0,4774.5,47.6,45600.0
Nashville Hot Chicken,New Westminster,49.20631,-122.92821,1.0,0,Brow of the Hill,59152951,323.0,11453.9,40.4,38000.0
Gong cha,New Westminster,49.2005508,-122.9151912,4.5,1,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Caffe Mira,New Westminster,49.21425325526439,-122.89784533568698,4.1,1,McBride Sapperton,59154069,5467.0,8800.7,42.8,53600.0
My Greek Taverna,New Westminster,49.23707629280225,-122.86929574290268,4.0,1,Maillardville,59151571,647.0,1185.9,43.6,43200.0
Togo Sushi,New Westminster,49.2010569283793,-122.913864420441,3.5,0,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Kurry Wala,New Westminster,49.22184,-122.930963,4.2,1,Edmonds,59152918,1046.0,9339.3,80.0,35200.0
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,4.1,1,Uptown,59152953,1230.0,18693.0,62.4,41600.0
Khob Khun Thai Cuisine,New Westminster,49.249218,-122.858859,4.3,1,Austin Heights,59151544,473.0,9131.3,40.8,37600.0
Indian Courtyard Restaurant,New Westminster,49.2081197,-122.93072195981304,3.6,0,Kelvin,59152949,988.0,13034.3,43.6,40000.0
Rong Rong Tea House,New Westminster,49.2025566,-122.913414,3.7,0,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Sushi Hinode,New Westminster,49.202381,-122.912609,4.7,1,Downtown,59152832,1973.0,7844.9,38.0,51200.0
Peranakan Kitchen,New Westminster,49.206320079356665,-122.92838104069232,5.0,1,Brow of the Hill,59152951,323.0,11453.9,40.4,38000.0
Browns Socialhouse Brewery District,New Westminster,49.2250086337406,-122.892624952746,3.4,0,McBride Sapperton,59152878,1649.0,1446.2,32.8,50400.0
White Spot  - New Westminster,New Westminster,49.21307852784236,-122.92103836949718,2.9,0,Glenbrooke North,59152953,1230.0,18693.0,62.4,41600.0
50's Burgers,New Westminster,49.22481,-122.94043,3.7,0,Eastburn,59151268,591.0,3893.3,39.2,36000.0
The Flapper Lounge,New Westminster,49.2025634283609,-122.91249129921196,4.7,1,Downtown,59152832,1973.0,7844.9,38.0,51200.0
Oh! Zzhu Sam,New Westminster,49.2219905,-122.9446256,4.2,1,Edmonds,59151261,603.0,4493.3,41.2,35600.0
Steve’s Poké Bar,New Westminster,49.22412,-122.89235,3.8,0,McBride Sapperton,59152878,1649.0,1446.2,32.8,50400.0
Plato Filipino,New Westminster,49.2005652,-122.9151592,3.0,0,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Kamini's Corner Cafe,New Westminster,49.21256260644152,-122.9363049723874,4.4,1,Kelvin,59152922,351.0,4667.6,39.6,40800.0
Delicia Cafe & Bakery,New Westminster,49.20208,-122.90914,3.8,0,Downtown,59152832,1973.0,7844.9,38.0,51200.0
Quayside Tiki Bar,New Westminster,49.20015,-122.9117,3.5,0,Quayside,59153657,3289.0,18312.9,48.8,55600.0
The Notorious Grey Fox,New Westminster,49.2181945291168,-122.89461974054576,3.5,0,McBride Sapperton,59152963,588.0,2094.8,65.0,46400.0
Gino's Restaurant,New Westminster,49.2296123,-122.8930169,3.5,0,Sapperton,59152873,585.0,9982.9,42.0,42400.0
De Dutch,New Westminster,49.200425,-122.917656,3.1,0,Downtown,59153662,3194.0,24142.1,33.2,42800.0
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,3.5,0,Kelvin,59152923,444.0,4868.4,40.8,46400.0
Afghan Kitchen South Surrey,Surrey,49.0445839,-122.7766512,4.6,1,Sunnyside,59154025,3066.0,1773.6,34.4,44000.0
Ambar Surrey  Restaurant & Dhaba,Surrey,49.1282148,-122.8451664,4.5,1,Newton,59152251,1194.0,2220.2,66.5,37200.0
The Carvery Sandwich Shop,Surrey,49.04649,-122.79411,4.5,1,Sunnyside,59152653,745.0,2980.0,44.8,38800.0
Vault Restaurant,Surrey,49.10711,-122.73478,3.9,0,Surrey Centre,59152319,641.0,1558.5,50.8,45200.0
New York New York,Surrey,49.118524,-122.801402,3.8,0,Sullivan,59153901,1342.0,8445.6,36.4,50800.0
Old Surrey Restaurant,Surrey,49.13376877137055,-122.84896724397012,4.3,1,Newton,59152245,626.0,565.2,31.4,31400.0
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1,Clayton Heights,59154230,514.0,7031.5,35.2,47600.0
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0,Strawberry Hill,59152240,909.0,962.4,34.8,28800.0
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1,Morgan Creek,59153931,1424.0,5869.7,42.8,46800.0
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1,Johnston Heights,59151866,760.0,7378.6,39.2,31000.0
The Wooden Spoon,Surrey,49.0294179487087,-122.801852221983,4.3,1,Uptown,59152592,1165.0,9448.5,64.5,43600.0
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0,Johnston Heights,59151862,611.0,1822.8,64.5,31800.0
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1,Fleetwood,59151850,553.0,2208.5,60.8,36400.0
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1,Surrey Centre,59152319,641.0,1558.5,50.8,45200.0
Naka Bistro Lao & Thai Cuisine,Surrey,49.10744188764369,-122.66607764287042,4.6,1,,59152392,2126.0,2414.5,37.2,42800.0
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1,Surrey Centre,59152321,1394.0,2077.8,34.4,44000.0
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1,Fleetwood,59152032,495.0,3490.8,46.8,38800.0
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1,Newton,59152254,719.0,3602.2,52.0,33200.0
Chuihong,Surrey,49.19184,-122.78787,4.2,1,Fraser Heights,59153715,1584.0,2601.4,36.8,38000.0
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1,Sullivan,59152291,826.0,44.0,46.4,38400.0
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.1,1,City Centre,59151950,1081.0,5543.6,34.4,36400.0
Katsu San,Surrey,49.19849367001739,-122.77940131605068,4.8,1,Fraser Heights,59153714,730.0,2676.9,38.0,31800.0
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1,Strawberry Hill,59152239,598.0,452.6,34.0,30000.0
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0,Sullivan,59152291,826.0,44.0,46.4,38400.0
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1,Newton,59152251,1194.0,2220.2,66.5,37200.0
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1,City Centre,59151952,518.0,3280.6,80.0,
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1,Johnston Heights,59154353,829.0,9718.6,38.8,36400.0
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1,Cloverdale,59152334,696.0,2873.7,37.6,41600.0
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1,Strawberry Hill,59154304,571.0,2271.3,38.4,38400.0
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1,Surrey Centre,59152321,1394.0,2077.8,34.4,44000.0
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0,Crescent Beach,59153401,1284.0,748.2,54.8,58800.0
Uli's Restaurant,Surrey,49.0214853492612,-122.806032776245,4.1,1,West Beach,59152627,450.0,4249.3,62.4,47600.0
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0,Crescent Beach,59153401,1284.0,748.2,54.8,58800.0
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0,Sullivan,59152291,826.0,44.0,46.4,38400.0
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1,Cloverdale,59152334,696.0,2873.7,37.6,41600.0
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0,Strawberry Hill,59152276,1641.0,9681.4,38.0,38800.0
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0,Sullivan,59154268,1108.0,6430.6,35.2,50800.0
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0,Strawberry Hill,59152280,431.0,3851.7,38.8,44800.0
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0,Strawberry Hill,59152075,859.0,3741.3,33.6,28800.0
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0,South Surrey,59154342,759.0,1209.6,44.0,44000.0
Clove,Surrey,49.1189018,-122.8257539,4.1,1,Sullivan,59154257,1272.0,10063.3,34.8,45600.0
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1,South Surrey,59152650,2083.0,2763.3,46.4,44800.0
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1,Strawberry Hill,59152239,598.0,452.6,34.0,30000.0
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1,Strawberry Hill,59152239,598.0,452.6,34.0,30000.0
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0,Newton,59152245,626.0,565.2,31.4,31400.0
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0,Sunnyside,59154246,1236.0,3581.6,41.2,39600.0
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1,City Centre,59152204,865.0,2549.4,47.2,35200.0
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0,Cloverdale,59153511,524.0,770.4,40.4,42400.0
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1,Sunnyside,59152650,2083.0,2763.3,46.4,44800.0
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0,Newton,59152245,626.0,565.2,31.4,31400.0
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0,Cloverdale,59152313,504.0,632.8,38.4,45600.0
An Indian Affair,Surrey,49.1156853530903,-122.679180051868,4.3,1,,59152395,1503.0,2263.6,40.0,44800.0
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1,Johnston Heights,59151903,745.0,3345.3,34.4,34800.0
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0,Strawberry Hill,59152082,1840.0,5686.0,42.4,36800.0
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1,Strawberry Hill,59152239,598.0,452.6,34.0,30000.0
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744888,3.9,0,Semiahmoo Town Centre,59152661,969.0,3837.6,61.6,37600.0
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1,North Delta,59152091,1449.0,4312.5,36.4,35200.0
A&W,Surrey,49.1343815,-122.88677929,4.6,1,Strawberry Hill,59154304,571.0,2271.3,38.4,38400.0
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1,Hazelmere,59152572,246.0,24.2,50.0,
Fast Fired,Surrey,49.14821,-122.889696,4.0,1,Strawberry Hill,59152119,596.0,4881.2,32.0,33200.0
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1,Semiahmoo Town Centre,59152662,1027.0,8594.1,74.5,44400.0
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1,Johnston Heights,59151903,745.0,3345.3,34.4,34800.0
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0,Newton,59152254,719.0,3602.2,52.0,33200.0
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0,Sunnyside,59154025,3066.0,1773.6,34.4,44000.0
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1,Johnston Heights,59151903,745.0,3345.3,34.4,34800.0
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1,Fleetwood,59153916,1258.0,10379.5,36.8,43200.0
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0,Fleetwood,59153916,1258.0,10379.5,36.8,43200.0
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0,Grandview,59154246,1236.0,3581.6,41.2,39600.0
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1,Johnston Heights,59154352,980.0,4083.3,38.0,38000.0
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1,City Centre,59152203,967.0,2727.0,33.6,38000.0
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.8023930853906,4.3,1,Johnston Heights,59151858,909.0,9701.2,43.6,34800.0
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554132,4.4,1,City Centre,59151931,1821.0,3904.4,34.4,40000.0
The Samosa House,Surrey,49.162746,-122.866827,4.4,1,Whalley,59152237,890.0,3151.6,31.4,32400.0
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0,City Centre,59152203,967.0,2727.0,33.6,38000.0
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1,Sullivan,59154257,1272.0,10063.3,34.8,45600.0
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404068,4.4,1,Newton,59152254,719.0,3602.2,52.0,33200.0
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0,Clayton Heights,59154221,1766.0,2036.0,35.6,48000.0
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1,South Surrey,59152650,2083.0,2763.3,46.4,44800.0
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1,Surrey Centre,59152319,641.0,1558.5,50.8,45200.0
Bon Ga Korean Restaurant,Surrey,49.1906849563647,-122.8413259238,3.5,0,City Centre,59152204,865.0,2549.4,47.2,35200.0
Katana,Surrey,49.1171545941153,-122.669773906498,3.4,0,,59152395,1503.0,2263.6,40.0,44800.0
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1,Johnston Heights,59151858,909.0,9701.2,43.6,34800.0
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0,Semiahmoo Town Centre,59152657,689.0,5727.3,52.0,42000.0
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.0,1,Clayton Heights,59153518,1485.0,5485.8,38.0,49200.0
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0,Newton,59152254,719.0,3602.2,52.0,33200.0
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0,Sunnyside,59154025,3066.0,1773.6,34.4,44000.0
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1,Newton,59152254,719.0,3602.2,52.0,33200.0
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1,Morgan Creek,59153931,1424.0,5869.7,42.8,46800.0
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1,City Centre,59151931,1821.0,3904.4,34.4,40000.0
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1,Brownsville,59152174,1267.0,4352.5,36.4,30000.0
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1,Sullivan,59154260,1013.0,2711.5,35.6,34800.0
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1,Whalley,59151934,1531.0,4946.7,32.4,42400.0
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1,Sunnyside,59154025,3066.0,1773.6,34.4,44000.0
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1,Sullivan,59153507,1461.0,5395.1,35.6,49200.0
Estrella's Montreal Deli & Cafe,Surrey,49.110315,-122.6686151,4.4,1,,59152394,1089.0,1096.0,34.0,44000.0
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1,Johnston Heights,59151871,677.0,14781.7,28.0,31400.0
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0,City Centre,59152205,863.0,8544.6,36.0,36400.0
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0,Strawberry Hill,59152107,1147.0,4969.7,39.6,35600.0
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1,Sunnyside,59152654,587.0,1771.8,39.6,38400.0
Budapest Lángos,Surrey,49.138596606108216,-122.7340017,5.0,1,Cloverdale,59152793,1818.0,235.4,40.4,40800.0
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1,Surrey Centre,59152321,1394.0,2077.8,34.4,44000.0
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0,Sunnyside,59152653,745.0,2980.0,44.8,38800.0
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1,Fleetwood,59152032,495.0,3490.8,46.8,38800.0
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0,Johnston Heights,59151866,760.0,7378.6,39.2,31000.0
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1,Newton,59152248,542.0,3846.7,37.6,31400.0
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0,Fleetwood,59153918,453.0,2909.4,51.6,32400.0
Zapoteca,Surrey,49.0177,-122.79314,4.2,1,East Beach,59152630,541.0,3102.1,53.6,45600.0
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1,Newton,59152172,662.0,3165.9,36.4,32400.0
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1,Whalley,59152199,685.0,3379.4,35.6,32800.0
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1,Johnston Heights,59154353,829.0,9718.6,38.8,36400.0
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1,Whalley,59152228,663.0,4045.1,38.4,33600.0
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0,Surrey Centre,59152321,1394.0,2077.8,34.4,44000.0
OEB Breakfast - Langley,Surrey,49.114475,-122.675162,4.4,1,,59152395,1503.0,2263.6,40.0,44800.0
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0,Fleetwood,59153918,453.0,2909.4,51.6,32400.0
Akari Japanese Restaurant,Surrey,49.1348829570242,-122.891920108212,4.0,1,North Delta,59152091,1449.0,4312.5,36.4,35200.0
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1,Newton,59152254,719.0,3602.2,52.0,33200.0
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0,Sunnyside,59152668,578.0,3310.4,41.2,41200.0
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1,Strawberry Hill,59152240,909.0,962.4,34.8,28800.0
Waffle House Diner,Surrey,49.18125961964888,-122.84355514110403,4.0,1,City Centre,59151950,1081.0,5543.6,34.4,36400.0
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,Strawberry Hill,59152239,598.0,452.6,34.0,30000.0
Emilio Finatti Pizzeria - Langley,Surrey,49.1073311,-122.6649517,4.4,1,,59152392,2126.0,2414.5,37.2,42800.0
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,City Centre,59152204,865.0,2549.4,47.2,35200.0
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.1,1,City Centre,59154349,1204.0,24876.0,29.8,32800.0
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,Cloverdale,59152323,897.0,327.7,45.6,43200.0
Planet India,Surrey,49.13379,-122.83907,3.8,0,Newton,59152254,719.0,3602.2,52.0,33200.0
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,Sunnyside,59154249,1438.0,4655.2,37.2,58000.0
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,Surrey Centre,59152319,641.0,1558.5,50.8,45200.0
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,Newton,59151975,919.0,5174.5,42.0,38000.0
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,City Centre,59152204,865.0,2549.4,47.2,35200.0
Kai Japanese Restaurant,Surrey,49.155174243061545,-122.66664268415136,4.4,1,Walnut Grove,59153857,7753.0,3273.8,36.8,47200.0
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,Newton,59152254,719.0,3602.2,52.0,33200.0
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,Fleetwood,59152025,1867.0,3337.5,35.6,40400.0
Cactus Club Cafe,Surrey,49.14695039868115,-122.89109409939302,3.9,0,Kennedy,59152118,820.0,5394.7,46.4,36400.0
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,4.0,1,Johnston Heights,59154352,980.0,4083.3,38.0,38000.0
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,Johnston Heights,59151862,611.0,1822.8,64.5,31800.0
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,Newton,59152245,626.0,565.2,31.4,31400.0
Sushi Shogun,Surrey,49.19947,-122.8455,4.5,1,City Centre,59151918,607.0,2509.3,37.2,34000.0
Jagga Sweet & Cuisine,Surrey,49.1718,-122.89043,4.6,1,Kennedy,59152155,818.0,2953.1,35.2,32400.0
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,Strawberry Hill,59152074,977.0,3431.7,34.8,29200.0
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244676,3.9,0,Johnston Heights,59151862,611.0,1822.8,64.5,31800.0
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,Sullivan,59152299,920.0,1849.2,45.2,42800.0
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,Newton,59152239,598.0,452.6,34.0,30000.0
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,3.3,0,City Centre,59152203,967.0,2727.0,33.6,38000.0
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,Sullivan,59152299,920.0,1849.2,45.2,42800.0
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,Fleetwood,59152000,830.0,4160.4,36.8,33200.0
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,South Surrey,59152650,2083.0,2763.3,46.4,44800.0
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,Newton,59152171,605.0,317.4,36.0,30000.0
